url,phishing
https://ingeswebs.comadded,0
https://www.jumibaueast.eu/ESP764783674638/?pwd=ing,1
https://ingeswebs.com/main/loginadded,0
https://www.jumibaueast.eu/ESP764783674638/clients/0MGWFm.php?verifica,1
https://services-enligne-web-ba84b3.ingress-bonde.ewp.live/wp-content/,0
https://tiny.one/INGDirect38added,1
https://byrl.me/ING-BANCOadded,0
https://web-ingdirect-s-es.herokuapp.comadded,1
https://r-ba384c.ingress-bonde.ewp.live/ING/index.php,0
http://area-clientes-actualizaciones.comadded,1
https://cutt.ly/rCUczz0added,0
https://area-clientes-actualizaciones.com/index.php?client_id=Control1,1
https://www-ing-de.net/,0
https://www.kisa.link/url_redirector.php?url=QbG3&domain=ins.tc,1
https://www-ing-de.net/main/loginadded,0
https://ing-ingdirect.gersins.com/ing-servicio/autil/index.php?u=35888,1
https://www.www-ing-de.net/,0
https://ing.soportepersonales-esp.ru/,1
https://www.www-ing-de.net/main/loginadded,0
https://tiny.one/ING8737added,1
https://ins.tc/Qcn5added,0
https://caisseing-26c49.web.app/,1
https://e-seva.in/ESP76377366/clients/fSZDtn.php?verification#_,0
https://caisseing-26c49.firebaseapp.com/,1
https://e-seva.in/ESP76377366/clients/o4tDXl.php?verification,0
https://caisseing-error.web.app/,1
https://tiny.one/ING7098added,0
https://caisseing-error.firebaseapp.com/,1
https://www.etkelly.com/ESP86438746309/?pwd=ing,0
https://pixio.com.my/skin/site/loginng.phpadded,1
https://www.jumibaueast.eu/ESP764783674638/clients/sCrBbQ.php?verifica,0
https://tecnigo.co/ESP5378383689/clients/l43BRD.php?verification#_,1
https://www.jumibaueast.eu/ESP764783674638/clients/z5WP41.php?verifica,0
https://tecnigo.co/ESP5378383689/clients/ktVTgG.php?verification#_,1
https://www.jumibaueast.eu/ESP764783674638/?pwd=ing,0
https://tiny.one/ING4678added,1
https://www.jumibaueast.eu/ESP764783674638/clients/0MGWFm.php?verifica,0
https://tecnigo.co/ESP43680509574/clients/snwfNE.php?verification#_,1
https://tiny.one/INGDirect38added,0
https://tecnigo.co/ESP43680509574/?pwd=ingadded,1
https://web-ingdirect-s-es.herokuapp.comadded,0
https://tecnigo.co/ESP43680509574/clients/d0k92X.php?verification,1
http://area-clientes-actualizaciones.comadded,0
https://tecnigo.co/ESP43680509574/clients/Wep5cK.php?verification#_,1
https://area-clientes-actualizaciones.com/index.php?client_id=Control1,0
https://tiny.one/ING7698added,1
https://www.kisa.link/url_redirector.php?url=QbG3&domain=ins.tc,0
https://tecnigo.co/ESP86389384767394/clients/d5GeJw.php?verification#_,1
https://ing-ingdirect.gersins.com/ing-servicio/autil/index.php?u=35888,0
https://tecnigo.co/ESP86389384767394/?pwd=ingadded,1
https://ing.soportepersonales-esp.ru/,0
https://tecnigo.co/ESP86389384767394/clients/VywoF9.php?verification,1
https://tiny.one/ING8737added,0
https://tecnigo.co/ESP86389384767394/clients/YQnO2W.php?verification#_,1
https://caisseing-26c49.web.app/,0
https://tiny.one/ING6388added,1
https://caisseing-26c49.firebaseapp.com/,0
https://tiny.one/ING7398added,1
https://caisseing-error.web.app/,0
https://tecnigo.co/ESP68389477483/?pwd=ingadded,1
https://caisseing-error.firebaseapp.com/,0
https://tiny.one/ING9374added,1
https://pixio.com.my/skin/site/loginng.phpadded,0
https://tecnigo.co/ESP7363990873638/?pwd=ingadded,1
https://tecnigo.co/ESP5378383689/clients/l43BRD.php?verification#_,0
https://ing.es-accesoclientes.co/,1
https://tecnigo.co/ESP5378383689/clients/ktVTgG.php?verification#_,0
https://v.ingaplicacion.onlineadded,1
https://tiny.one/ING4678added,0
https://tiny.one/ING7385added,1
https://tecnigo.co/ESP43680509574/clients/snwfNE.php?verification#_,0
https://tecnigo.co/ESP854567896557/?pwd=ingadded,1
https://tecnigo.co/ESP43680509574/?pwd=ingadded,0
https://tecnigo.co/ESP854567896557/clients/5SNo1i.php?verification,1
https://tecnigo.co/ESP43680509574/clients/d0k92X.php?verification,0
https://tiny.one/ING7292added,1
https://tecnigo.co/ESP43680509574/clients/Wep5cK.php?verification#_,0
https://tiny.one/ING7397added,1
https://tiny.one/ING7698added,0
https://tecnigo.co/ESP783638947743/?pwd=ingadded,1
https://tecnigo.co/ESP86389384767394/clients/d5GeJw.php?verification#_,0
https://ing.seguridadclientesmoviles-esp.com/,1
https://tecnigo.co/ESP86389384767394/?pwd=ingadded,0
https://tiny.one/ING5373added,1
https://tecnigo.co/ESP86389384767394/clients/VywoF9.php?verification,0
https://ing.areaclientes.co/GnUbcVeDYYb0KEffI7I7Yz9S7/home,1
https://tecnigo.co/ESP86389384767394/clients/YQnO2W.php?verification#_,0
https://www.elitmimarlik.com/actualizar/Ahora/la-nueva-seguridad/,1
https://tiny.one/ING6388added,0
http://www.bit.do/ING-Accessoadded,1
https://tiny.one/ING7398added,0
https://smsmartboost.com/actualizar/Ahora/la-nueva-seguridad/,1
https://tecnigo.co/ESP68389477483/?pwd=ingadded,0
https://ing.es-operativa.gq/index.phpadded,1
https://tiny.one/ING9374added,0
https://ing.es-operativa.gqadded,1
https://tecnigo.co/ESP7363990873638/?pwd=ingadded,0
https://ing.dlrect.co/l9f3oejCZvl8OuDOPSGfiqY0m/home,1
https://ing.es-accesoclientes.co/,0
https://ing.dlrect.co/,1
https://v.ingaplicacion.onlineadded,0
https://ing.direct-inicio.co/3LSFF0h0uR2n3a8DHTWZPh4dc/home,1
https://tiny.one/ING7385added,0
https://ing.es-direct.sa.com/NjYHCzmw11mj3JbW770Chwoj4/home,1
https://tecnigo.co/ESP854567896557/?pwd=ingadded,0
https://ing.seguridadaplicaciones-esp.com/index.php,1
https://tecnigo.co/ESP854567896557/clients/5SNo1i.php?verification,0
https://ing.soportemovil-eu.com/,1
https://tiny.one/ING7292added,0
http://be-sessie-g9m1na.xyz/in/a1b2c3/e3e944a0f98782df7f59e73010cf66ef,1
https://tiny.one/ING7397added,0
http://be-sessie-g9m1na.xyz/in/,1
https://tecnigo.co/ESP783638947743/?pwd=ingadded,0
https://ing.soporteparticulares-esp.ru/,1
https://ing.seguridadclientesmoviles-esp.com/,0
https://connectcentral.biz/ing/,1
https://tiny.one/ING5373added,0
https://ing.usuarios.ga/,1
https://ing.areaclientes.co/GnUbcVeDYYb0KEffI7I7Yz9S7/home,0
https://redirecte-ing.comadded,1
https://www.elitmimarlik.com/actualizar/Ahora/la-nueva-seguridad/,0
https://shfengineeringltd.com/es/default.php?id=T6UqEI,1
http://www.bit.do/ING-Accessoadded,0
https://shfengineeringltd.com/es/,1
https://smsmartboost.com/actualizar/Ahora/la-nueva-seguridad/,0
https://u27908491.ct.sendgrid.net/ls/click?upn=WcLY2NCX2dl5LrAMGYwRB0q,1
https://ing.es-operativa.gq/index.phpadded,0
https://gitlab.gamol.com.mx/ESP937764873874/?pwd=ing,1
https://ing.es-operativa.gqadded,0
https://tiny.one/ING7593added,1
https://ing.dlrect.co/l9f3oejCZvl8OuDOPSGfiqY0m/home,0
https://fwcasas.com/ESP78367883746738/clients/Euzpdd.php?verification#,1
https://ing.dlrect.co/,0
https://tiny.one/ING7384added,1
https://ing.direct-inicio.co/3LSFF0h0uR2n3a8DHTWZPh4dc/home,0
https://tiny.one/ING7884added,1
https://ing.es-direct.sa.com/NjYHCzmw11mj3JbW770Chwoj4/home,0
https://istishon.blog/es/default.php?id=DZc2ko,1
https://ing.seguridadaplicaciones-esp.com/index.php,0
https://kaustubhsonalkar.com/app/es/,1
https://ing.soportemovil-eu.com/,0
https://ing-ingdirect-movil.com/,1
http://be-sessie-g9m1na.xyz/in/a1b2c3/e3e944a0f98782df7f59e73010cf66ef,0
https://lng-movil-seguridad.com/,1
http://be-sessie-g9m1na.xyz/in/,0
https://tripprukbun.com/rasc?stepid=Y2FicmlvQHVzLmVz&step=vnUcCpWI,1
https://ing.soporteparticulares-esp.ru/,0
http://ingbankgma.temp.swtest.ru/ING/es/ing/,1
https://connectcentral.biz/ing/,0
http://ingbankgma.temp.swtest.ru/ING/es/index.php,1
https://ing.usuarios.ga/,0
https://tiny.one/ING7326added,1
https://redirecte-ing.comadded,0
https://jefferson-franklin.co.uk/.wp-cli/,1
https://shfengineeringltd.com/es/default.php?id=T6UqEI,0
https://emdicrtecappesng.com/appslg/login/login.php,1
https://shfengineeringltd.com/es/,0
https://emdicrtecappesng.com/1/,1
https://u27908491.ct.sendgrid.net/ls/click?upn=WcLY2NCX2dl5LrAMGYwRB0q,0
http://suwirun.com/rasc?stepid=amFwX2dhYmlAeWFob28uZXM=&step=S1Gbd,1
https://gitlab.gamol.com.mx/ESP937764873874/?pwd=ing,0
https://thebloggeine.com/ING/,1
https://tiny.one/ING7593added,0
https://zsdjfjza-b1246e.ingress-florina.ewp.live/ing/clients/DpDJcF.ph,1
https://fwcasas.com/ESP78367883746738/clients/Euzpdd.php?verification#,0
https://zsdjfjza-b1246e.ingress-florina.ewp.live/ing/?pwd=ing,1
https://tiny.one/ING7384added,0
https://bit.do/fUpRTadded,1
https://tiny.one/ING7884added,0
http://ing-ayuda.top/,1
https://istishon.blog/es/default.php?id=DZc2ko,0
https://ing.es-informa.me/PyHvxSwJcg3Vm00TJHp25UmPh/,1
https://kaustubhsonalkar.com/app/es/,0
https://ing.es-informa.meadded,1
https://ing-ingdirect-movil.com/,0
https://ing.es-ltds.comadded,1
https://lng-movil-seguridad.com/,0
https://ing.es-activacion.comadded,1
https://tripprukbun.com/rasc?stepid=Y2FicmlvQHVzLmVz&step=vnUcCpWI,0
https://www.bandasol.com/Es/clients/1VrjzP.php,1
http://ingbankgma.temp.swtest.ru/ING/es/ing/,0
https://www.bandasol.com/Es/,1
http://ingbankgma.temp.swtest.ru/ING/es/index.php,0
http://bit.do/ing-ESadded,1
https://tiny.one/ING7326added,0
https://ing.freteexpressrio.com.br/ing/,1
https://jefferson-franklin.co.uk/.wp-cli/,0
http://ing-esp.infoadded,1
https://emdicrtecappesng.com/appslg/login/login.php,0
https://cutt.ly/rH5LNCwadded,1
https://emdicrtecappesng.com/1/,0
https://www.impactfabrics.com/,1
http://suwirun.com/rasc?stepid=amFwX2dhYmlAeWFob28uZXM=&step=S1Gbd,0
https://apping-online.cf/,1
https://thebloggeine.com/ING/,0
https://refaelcoffee.com.nalvasales.com/ver/web.php?email=ZnVjay1vZmZA,1
https://zsdjfjza-b1246e.ingress-florina.ewp.live/ing/clients/DpDJcF.ph,0
https://www.c01-ver.org/q/s/ing.esp/,1
https://zsdjfjza-b1246e.ingress-florina.ewp.live/ing/?pwd=ing,0
https://is.gd/verificacionesingadded,1
https://bit.do/fUpRTadded,0
http://seguros-web-ing-app-es.herokuapp.com/,1
http://ing-ayuda.top/,0
https://redeintersoft.com.br/config.phpadded,1
https://ing.es-informa.me/PyHvxSwJcg3Vm00TJHp25UmPh/,0
https://redeintersoft.com.br/,1
https://ing.es-informa.meadded,0
https://kshmrbykuoni.com/wp-admin/user/ing/clients/login.php,1
https://ing.es-ltds.comadded,0
https://cutt.ly/7HkPhh6added,1
https://ing.es-activacion.comadded,0
https://ings.accese-clientes.com/ing/clients/login.php,1
https://www.bandasol.com/Es/clients/1VrjzP.php,0
https://cutt.ly/ZHkb2N4added,1
https://www.bandasol.com/Es/,0
https://www.opt09.in/B/s/ing-esp-new/,1
http://bit.do/ing-ESadded,0
https://www.opt07.com/B/s/ing-esp-new/,1
https://ing.freteexpressrio.com.br/ing/,0
https://www.opt05.org/B/s/ing-esp-new/,1
http://ing-esp.infoadded,0
http://www.37-0-11-80.cprapid.com/B/s/ing-esp-new/,1
https://cutt.ly/rH5LNCwadded,0
https://mail.neuromath.com.sg/,1
https://www.impactfabrics.com/,0
https://mizoramruralbank.in/directbetalen/kpn/ing/,1
https://apping-online.cf/,0
http://www.autenticacion.org/b/s/ing-esp-new/login.php,1
https://refaelcoffee.com.nalvasales.com/ver/web.php?email=ZnVjay1vZmZA,0
http://autenticacion.bc01.org/u/s/ing-esp-new/index.php,1
https://www.c01-ver.org/q/s/ing.esp/,0
http://infoinjhot.temp.swtest.ru/INJ.LOG/r4/,1
https://is.gd/verificacionesingadded,0
http://infoinjhot.temp.swtest.ru/INJ.LOG/,1
http://seguros-web-ing-app-es.herokuapp.com/,0
http://urlz.fr/i7PHadded,1
https://redeintersoft.com.br/config.phpadded,0
https://urlz.fr/i7PHadded,1
https://redeintersoft.com.br/,0
https://www.montal.com.br/ESP6399474658387/clients/PzxGn8.php?verifica,1
https://kshmrbykuoni.com/wp-admin/user/ing/clients/login.php,0
https://www.montal.com.br/ESP6399474658387/clients/qpL0ai.php?verifica,1
https://cutt.ly/7HkPhh6added,0
https://tiny.one/ingdirect84added,1
https://ings.accese-clientes.com/ing/clients/login.php,0
https://www.montal.com.br/ESP6399474658387/clients/rMXWt5.php?verifica,1
https://cutt.ly/ZHkb2N4added,0
http://netfilmsop.temp.swtest.ru/es/esing/esin/ing/index.php,1
https://www.opt09.in/B/s/ing-esp-new/,0
http://influanz.fr/wp-admin/js/webadded,1
https://www.opt07.com/B/s/ing-esp-new/,0
https://influanz.fr/wp-admin/js/webadded,1
https://www.opt05.org/B/s/ing-esp-new/,0
http://correos13g.temp.swtest.ru/Correos%20pin/Seleccione_medio_de_pag,1
http://www.37-0-11-80.cprapid.com/B/s/ing-esp-new/,0
http://correos13g.temp.swtest.ru/Correos%20pin/,1
https://mail.neuromath.com.sg/,0
http://cutt.ly/Ing-Bankadded,1
https://mizoramruralbank.in/directbetalen/kpn/ing/,0
https://appingdirect-esconsultas.ethalebooksapp.com/source/login.php?l,1
http://www.autenticacion.org/b/s/ing-esp-new/login.php,0
https://cutt.ly/InG-Bankadded,1
http://autenticacion.bc01.org/u/s/ing-esp-new/index.php,0
https://cutt.ly/lnG-Bankadded,1
http://infoinjhot.temp.swtest.ru/INJ.LOG/r4/,0
http://cutt.ly/lnG-Bankadded,1
http://infoinjhot.temp.swtest.ru/INJ.LOG/,0
https://alsqualitypainting.com/ESP897363883694/clients/t22wiX.php?veri,1
http://urlz.fr/i7PHadded,0
https://alsqualitypainting.com/ESP897363883694/clients/cEfqSf.php?veri,1
https://urlz.fr/i7PHadded,0
http://mc0h.joule.eco.br/#.aHR0cHM6Ly93ZXJ0eXJ0eXU1Njc4cnR5dWk0ZXJ0eS5,1
https://www.montal.com.br/ESP6399474658387/clients/PzxGn8.php?verifica,0
https://api.51.fi/gxh?cb=1650172530084added,1
https://www.montal.com.br/ESP6399474658387/clients/qpL0ai.php?verifica,0
https://api.51.fi/gxh?cb=1650107186209added,1
https://tiny.one/ingdirect84added,0
https://51.fi/gxhadded,1
https://www.montal.com.br/ESP6399474658387/clients/rMXWt5.php?verifica,0
https://ing-app.cfadded,1
http://netfilmsop.temp.swtest.ru/es/esing/esin/ing/index.php,0
https://translatefeaturecheckindia.digitalmarketingdelhi.company/gogo/,1
http://influanz.fr/wp-admin/js/webadded,0
https://enktslngapps.com/2/,1
https://influanz.fr/wp-admin/js/webadded,0
https://dktransport.fr/ESP7363746388468/?pwd=ing,1
http://correos13g.temp.swtest.ru/Correos%20pin/Seleccione_medio_de_pag,0
https://tiny.one/ING7982added,1
http://correos13g.temp.swtest.ru/Correos%20pin/,0
http://ayuda.hs01.in/b/s/ing-esp/,1
http://cutt.ly/Ing-Bankadded,0
https://notificaciones.wpengine.com/cor/Correosss/Seleccione_medio_de_,1
https://appingdirect-esconsultas.ethalebooksapp.com/source/login.php?l,0
https://enktslngapps.com/1/,1
https://cutt.ly/InG-Bankadded,0
https://branchsjanitorialservices.com/nos/index.php,1
https://cutt.ly/lnG-Bankadded,0
http://noblesurgicals.com/cv/,1
http://cutt.ly/lnG-Bankadded,0
https://oyoshopxss.mykreezalid.com/infoxadded,1
https://alsqualitypainting.com/ESP897363883694/clients/t22wiX.php?veri,0
https://accesso.ov01.in/b/s/ing-espadded,1
https://alsqualitypainting.com/ESP897363883694/clients/cEfqSf.php?veri,0
https://accesso.ov01.in/b/s/ing-esp/,1
http://mc0h.joule.eco.br/#.aHR0cHM6Ly93ZXJ0eXJ0eXU1Njc4cnR5dWk0ZXJ0eS5,0
https://cuenta-segura.en01.in/b/s/ing-esp-new/,1
https://api.51.fi/gxh?cb=1650172530084added,0
https://cuenta-segura.en01.in/b/s/ing-esp-newadded,1
https://api.51.fi/gxh?cb=1650107186209added,0
https://verificacion.rc01.in/b/s/ing-esp-newadded,1
https://51.fi/gxhadded,0
https://verificacion.ic01.in/b/s/ing-esp-newadded,1
https://ing-app.cfadded,0
https://israpunes.com/es/,1
https://translatefeaturecheckindia.digitalmarketingdelhi.company/gogo/,0
https://israpunes.com/es/clients/,1
https://enktslngapps.com/2/,0
https://israpunes.com/es/clients/login.php?verification#_,1
https://dktransport.fr/ESP7363746388468/?pwd=ing,0
https://shauqimpex.org/ESP8373663783/clients/t0blEk.php?verification#_,1
https://tiny.one/ING7982added,0
https://ing-seguridad-web-es.herokuapp.com/,1
http://ayuda.hs01.in/b/s/ing-esp/,0
https://studiomaxi.com.br/ES9388463788746/9377F97289Q79D73/6839837D99R,1
https://notificaciones.wpengine.com/cor/Correosss/Seleccione_medio_de_,0
https://studiomaxi.com.br/ES9388463788746/9377F97289Q79D73/6839837D99R,1
https://enktslngapps.com/1/,0
https://tiny.one/ingdirect7383added,1
https://branchsjanitorialservices.com/nos/index.php,0
https://bacanafesta.com.br/ESP73883766/638893T3887S774/92762783F727Q66,1
http://noblesurgicals.com/cv/,0
https://bacanafesta.com.br/ESP73883766/638893T3887S774/92762783F727Q66,1
https://oyoshopxss.mykreezalid.com/infoxadded,0
https://tiny.one/ingdirect7362added,1
https://accesso.ov01.in/b/s/ing-espadded,0
https://trre.batoota.pk/IN/,1
https://accesso.ov01.in/b/s/ing-esp/,0
https://roongsin.com/rasc?stepid=ZXJvZHJpZ3VlenBsYUBob3RtYWlsLmNvbQ==&,1
https://cuenta-segura.en01.in/b/s/ing-esp-new/,0
https://ing.xn--ingdirct-y30d.com/app-login/,1
https://cuenta-segura.en01.in/b/s/ing-esp-newadded,0
https://tiny.one/ingdirect6379added,1
https://verificacion.rc01.in/b/s/ing-esp-newadded,0
https://notificacion.wpengine.com/iinngg/es/ing/,1
https://verificacion.ic01.in/b/s/ing-esp-newadded,0
https://www.mdcindustria.com.br/ing-servicio/ing/,1
https://israpunes.com/es/,0
https://tinyurl.com/ing-servicioadded,1
https://israpunes.com/es/clients/,0
http://jakcjjuima.temp.swtest.ru/ing.es/ing.es/es/,1
https://israpunes.com/es/clients/login.php?verification#_,0
